facility_id,official_station_name,location_descriptive_name_common_name,classification,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,after_hours_phone_number,pharmacy_phone_number,enrollment_coordinator_phone_number,patient_advocate_phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
442QB,Torrington VA Mobile Clinic,Torrington-Cheyenne 2 Mobile,Other Outpatient Services (OOS),908 West 25th Avenue,,Torrington,WY,82240,307-778-7550 x,307-778-7381 x,307-778-7550 x,866-420-6337 x,307-778-7550 x7579,307-778-7550 x7517,42.06900159,-104.1957525,AM-PM,AM-PM,AM-PM,900AM-300PM,AM-PM,-,-,We are open by appointment only. We are closed weekends and all federal holidays.
554,Denver VA Medical Center,Denver,VA Medical Center (VAMC),1055 Clermont Street,,Denver,CO,80220,303-399-8020 x,303-393-2861 x,303-399-8020 x,303-399-8020 x,303-399-8020 x5137,303-399-8020 x4607,39.73108065,-104.9351759,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
554A4,Pueblo VA Community Living Center,Pueblo CLC,Extended Care Site (Community Living Center) (Stand-Alone),2600 Oakshire Lane,,Pueblo,CO,81001,719-295-7275 x,719-295-7267 x,303-393-2805 x,877-468-8387 x,303-393-5143 x,303-393-4607 x,38.28446472,-104.5649413,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
554BU,Valor Point VA Domiciliary,Valor Point Domiciliary-Lakewood,Residential Care Site (MH RRTP/DRRTP) (Stand-Alone),7350 West Eastman Place,,Lakewood,CO,80227,720-376-6100 x,720-376-6100 x,720-376-6100 x,888-336-8262 x,303-393-5143 x,303-399-8020 x4607,39.65914123,-105.0777563,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
554GB,Aurora VA Clinic,Aurora,Primary Care CBOC,13701 East Mississippi Avenue,"Gateway Medical Building, Suite 200",Aurora,CO,80012,303-398-6340 x,303-724-0828 x,303-393-2805 x,877-468-8387 x,303-393-5143 x,303-393-4607 x,39.69671761,-104.8328001,700AM-500PM,700AM-500PM,700AM-500PM,700AM-500PM,700AM-500PM,-,-,We are closed weekends and all federal holidays.
554GC,Golden VA Clinic,Golden,Multi-Specialty CBOC,1020 Johnson Road,,Golden,CO,80401,303-914-2680 x,303-914-2182 x,303-399-8020 x,303-399-8020 x,303-399-8020 x5137,303-399-8020 x4607,39.73305038,-105.200087,700AM-430PM,700AM-430PM,700AM-430PM,700AM-430PM,700AM-430PM,-,-,We are closed weekends and all federal holidays.
554GD,Pueblo VA Clinic,Pueblo,Multi-Specialty CBOC,4776 Eagleridge Circle,,Pueblo,CO,81008,719-553-1000 x,719-584-5496 x,303-393-2805 x,877-468-8387 x,303-393-5143 x,719-553-1050 x,38.32338261,-104.6194306,730AM-530PM,730AM-530PM,730AM-530PM,730AM-530PM,730AM-530PM,-,-,We are closed weekends and all federal holidays.
554GE,PFC Floyd K. Lindstrom Department of Veterans Affairs Clinic,Colorado Springs,Multi-Specialty CBOC,3141 Centennial Boulevard,,Colorado Springs,CO,80907,719-327-5660 x,719-327-5669 x,303-393-2805 x,877-468-8387 x,303-393-5143 x,719-553-1050 x,38.89654321,-104.8511468,730AM-430PM,730AM-430PM,730AM-630PM,730AM-630PM,730AM-630PM,730AM-630PM,-,We are closed Sundays and all federal holidays.  Lab opens at 6:30 a.m. for lab draws only.
554GF,Alamosa VA Clinic,Alamosa,Primary Care CBOC,622 Del Sol Drive,,Alamosa,CO,81101,719-587-6800 x,719-587-6819 x,866-369-8020 x,877-468-8387 x,303-393-5143 x,719-553-1050 x,37.47903903,-105.9027624,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
554GG,La Junta VA Clinic,La Junta,Primary Care CBOC,1100 Carson Avenue,Suite 204,La Junta,CO,81050,719-383-5195 x,719-383-5183 x,866-369-8020 x,877-468-8387 x,303-393-5143 x,719-553-1050 x,37.97758183,-103.5487831,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
554GH,Lamar VA Clinic,Lamar,Other Outpatient Services (OOS),1401 South Main Street,Suite B,Lamar,CO,81052,719-336-0315 x,719-336-0816 x,866-369-8020 x,877-468-8387 x,303-393-5143 x,719-553-1050 x,38.07542398,-102.6180957,700AM-530PM,700AM-530PM,700AM-530PM,700AM-530PM,-530PM,-,-,We are closed weekends and all federal holidays.We are closed on Fridays.
554GI,Burlington VA Clinic,Burlington,Primary Care CBOC,1177 Rose Avenue,,Burlington,CO,80807,719-346-5239 x,719-346-5268 x,866-369-8020 x,877-468-8387 x,303-393-5143 x,719-553-1050 x,39.30097647,-102.2648205,700AM-530PM,700AM-530PM,700AM-530PM,700AM-530PM,700AM-530PM,-,-,We are closed weekends and all federal holidays.
554QA,Denver VA Clinic,Denver-Downing Street,Other Outpatient Services (OOS),3030 Downing Street,,Denver,CO,80205,303-294-5600 x,303-296-2798 x,303-399-8020 x,888-336-8262 x,303-393-5143 x,303-399-8020 x4607,39.75997972,-104.9733152,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
554QB,Jewell VA Clinic,Jewell-Aurora,Other Outpatient Services (OOS),14400 East Jewell Avenue,,Aurora,CO,80012,303-270-6400 x,303-751-0171 x,866-369-8020 x,888-336-8262 x,303-393-5143 x,303-399-8020 x4607,39.68207128,-104.8206688,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
554QC,Salida VA Clinic,Salida,Other Outpatient Services (OOS),920 Rush Drive,,Salida,CO,81201,719-539-8666 x,719-539-8675 x,866-369-8020 x,888-336-8262 x,303-393-5143 x,719-553-1050 x,38.54285753,-106.0072469,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
575,Grand Junction VA Medical Center,Grand Junction,VA Medical Center (VAMC),2121 North Avenue,,Grand Junction,CO,81501,970-242-0731 x,970-244-1303 x,970-263-2800 x,970-263-2822 x,970-263-2800 x2442,970-263-2826 x,39.07727435,-108.5406339,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
575GA,Montrose VA Clinic,Montrose,Primary Care CBOC,154 Colorado Avenue,Suite 100,Montrose,CO,81401,970-249-7791 x,970-249-7807 x,866-206-6415 x,970-263-2822 x,970-263-2800 x2442,970-263-2826 x2402,38.47078481,-107.87156,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
575GB,Major William Edward Adams Department of Veterans Affairs Clinic,Craig,Other Outpatient Services (OOS),785 Russell Street,,Craig,CO,81625,970-824-6721 x,970-824-9439 x,866-206-6415 x,970-263-2822 x,970-263-2800 x2442,970-263-2826 x2402,40.51818103,-107.5460243,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
575QA,Glenwood Springs VA Clinic,Glenwood Springs,Other Outpatient Services (OOS),2425 Grand Avenue,Suite 101,Glenwood Springs,CO,81601,970-945-1007 x,970-945-5535 x,866-206-6415 x,970-263-2822 x,970-263-2800 x2442,970-263-2826 x2402,39.52712419,-107.3254601,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,800AM-400PM,-,-,We are closed weekends and all federal holidays.
575QB,Moab VA Clinic,Moab,Other Outpatient Services (OOS),702 South Main Street,Suite 5B,Moab,UT,84532,435-719-4144 x,435-719-4037 x,866-206-6415 x,970-263-2822 x,970-263-2800 x2442,970-263-2826 x2402,38.56252175,-109.5488067,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,-,"We are closed Friday's, weekends and all federal holidays."
623,Jack C. Montgomery Department of Veterans Affairs Medical Center,Muskogee,VA Medical Center (VAMC),1011 Honor Heights Drive,,Muskogee,OK,74401,918-577-3000 x,918-577-3648 x,918-577-3900 x,888-397-8387 x3193,918-577-3653 x,918-577-3711 x,35.7634861,-95.41318439,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
623BY,Ernest Childers Department of Veterans Affairs Outpatient Clinic,Tulsa,Multi-Specialty CBOC,9322 East 41st Street,,Tulsa,OK,74145,918-628-2500 x,918-628-2585 x,918-577-3900 x,888-397-8387 x2583,918-628-2580 x,918-628-2565 x,36.10443659,-95.87193923,700AM-500PM,700AM-500PM,700AM-500PM,700AM-500PM,700AM-500PM,800AM-230PM,-,We are closed weekends and all federal holidays.
623GA,Hartshorne VA Clinic,Hartshorne,Primary Care CBOC,1429 East Pennsylvania Avenue,,Hartshorne,OK,74547,888-878-1598 x,918-297-2563 x,918-577-3900 x,888-397-8387 x3193,918-577-3653 x,918-577-3341 x,34.84271822,-95.54844389,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
623GB,Vinita VA Clinic,Vinita,Primary Care CBOC,269 South 7th Street,,Vinita,OK,74301,918-713-5400 x,918-713-5490 x,918-577-3900 x,888-397-8387 x3193,918-577-3653 x,918-628-2565 x,36.63203876,-95.14354021,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
623QA,Jack C. Montgomery East VA Clinic,Muskogee-Shawnee Road,Other Outpatient Services (OOS),2414 East Shawnee Road,,Muskogee,OK,74403,918-577-3699 x,918-682-1138 x,918-577-3699 x,918-577-3193 x,918-577-3653 x,918-577-3211 x,35.77128715,-95.33933833,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
623QB,Tulsa Eleventh Street VA Clinic,Tulsa Eleventh Street,Other Outpatient Services (OOS),10159 East 11th Street,,Tulsa,OK,74128,918-610-2000 x,918-835-5760 x,918-610-2000 x,918-610-2583 x,918-628-2580 x,918-628-2565 x,36.14809437,-95.86408774,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635,Oklahoma City VA Medical Center,Oklahoma City,VA Medical Center (VAMC),921 Northeast 13th Street,,Oklahoma City,OK,73104,405-456-1000 x,405-456-1560 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,35.48244766,-97.49571989,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
635GA,Lawton VA Clinic,Lawton-Fort Sill,Multi-Specialty CBOC,4303 Pitman Street,Building 4303,Fort Sill,OK,73503,580-585-5600 x,580-585-5703 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,34.66322087,-98.40939012,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635GB,Wichita Falls VA Clinic,Wichita Falls,Primary Care CBOC,1800 7th Street,,Wichita Falls,TX,76301,940-723-2373 x,940-723-1892 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,33.90665828,-98.5061503,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635GC,Blackwell VA Clinic,Blackwell,Other Outpatient Services (OOS),1009 West Ferguson Avenue,,Blackwell,OK,74631,580-363-0052 x,580-363-0963 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,36.79695302,-97.29725042,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635GD,Ada VA Clinic,Ada,Primary Care CBOC,301 North Monte Vista Street,,Ada,OK,74820,580-436-2262 x,580-925-9149 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,34.77623089,-96.63482342,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635GE,Stillwater VA Clinic,Stillwater,Primary Care CBOC,320 North Perkins Road,,Stillwater,OK,74075,405-624-0334 x,405-624-0801 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,36.12612377,-97.05148827,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635GF,Altus VA Clinic,Altus,Primary Care CBOC,201 South Park Lane,,Altus,OK,73521,580-482-9020 x,580-480-3113 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,34.63622043,-99.31651448,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635GG,Enid VA Clinic,Enid,Primary Care CBOC,915 East Owen K. Garriott Road,Suite G,Enid,OK,73701,580-242-5100 x,580-242-2700 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,36.3906631,-97.86439031,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635HB,Ardmore VA Clinic,Ardmore,Primary Care CBOC,"2002 12th Avenue, Northwest",Suite E,Ardmore,OK,73401,580-223-5311 x,405-456-1560 x,866-835-5273 x,800-694-8387 x,405-456-5774 x,405-456-5108 x,34.18744445,-97.15394909,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
635QA,North May VA Clinic,North May-Oklahoma City,Other Outpatient Services (OOS),2915 Pine Ridge Road,,Oklahoma City,OK,73120,405-456-1000 x,405-456-1560 x,405-456-5774 x,800-694-8387 x,866-835-5273 x,405-456-5108 x,35.59253806,-97.56841107,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
660,George E. Wahlen Department of Veterans Affairs Medical Center,Salt Lake City,VA Medical Center (VAMC),500 Foothill Boulevard,,Salt Lake City,UT,84148,801-582-1565 x,801-584-1289 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x1900,40.75829338,-111.8385554,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
660GA,Pocatello VA Clinic,Pocatello,Primary Care CBOC,444 Hospital Way,Suite 801,Pocatello,ID,83201,208-232-6214 x,208-233-3416 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x6094,42.87771644,-112.4181839,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
660GB,Ogden VA Clinic,Ogden,Primary Care CBOC,982 Chambers Street,,South Ogden,UT,84403,801-479-4105 x,801-584-2590 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x6109,41.16462293,-111.9526704,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
660GC,Ely VA Clinic,Ely,Other Outpatient Services (OOS),6 Steptoe Circle,,Ely,NV,89301,775-289-2788 x,775-289-6423 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x6012,39.2551422,-114.8606999,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
660GD,Roosevelt VA Clinic,Roosevelt,Other Outpatient Services (OOS),245 West 200 North,,Roosevelt,UT,84066,435-725-1050 x,435-725-1057 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x6012,40.3020458,-110.0015973,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
660GE,Orem VA Clinic,Orem,Primary Care CBOC,1443 West 800 North,Suite 302,Orem,UT,84057,801-235-0953 x,801-584-2594 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x6012,40.31181283,-111.7303508,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
660GG,St. George VA Clinic,St. George,Primary Care CBOC,230 North 1680 East,Building N,St. George,UT,84790,435-634-7608 x,801-584-2592 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x6007,37.11203689,-113.5474623,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
660GJ,Western Salt Lake VA Clinic,Western Salt Lake,Primary Care CBOC,2750 South 5600 West,Suite B,West Valley City,UT,84120,801-582-1565 x,801-584-1276 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x2174,40.7101807,-112.0249466,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
660GK,Elko VA Clinic,Elko,Other Outpatient Services (OOS),2719 Argent Avenue,Suite 9,Elko,NV,89801,775-738-0188 x,775-738-0197 x,801-582-1565 x,775-738-0188 x,801-584-2585 x,801-582-1565 x1900,40.84001501,-115.7903397,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
660QA,Idaho Falls VA Clinic,Idaho Falls,Other Outpatient Services (OOS),3544 East 17th Street,Suite 104,Idaho Falls,ID,83406,208-522-2922 x,208-522-6330 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x,43.4818371,-111.9633845,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
660QB,Price VA Clinic,Price,Other Outpatient Services (OOS),189 South 600 West,Suite B,Price,UT,84501,435-613-0342 x,435-613-0346 x,866-369-8020 x,800-579-0540 x,800-613-4012 x,800-613-4012 x6012,39.59751243,-110.8201536,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
666,Sheridan VA Medical Center,Sheridan,VA Medical Center (VAMC),1898 Fort Road,,Sheridan,WY,82801,307-672-3473 x,307-675-3639 x,866-822-6714 x,866-822-6714 x3278,866-822-6714 x,866-822-6714 x3630,44.82696953,-106.9848839,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
666GB,Casper VA Clinic,Casper,Primary Care CBOC,4140 South Poplar Street,,Casper,WY,82601,307-235-4143 x,307-265-4684 x,866-338-5168 x,866-822-6714 x3278,866-822-6714 x,866-822-6714 x3630,42.80906146,-106.3439648,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
666GC,Riverton VA Clinic,Riverton,Primary Care CBOC,2300 Rose Lane,,Riverton,WY,82501,307-857-1211 x,307-857-1439 x,866-338-2609 x,866-822-6714 x3278,866-822-6714 x,866-822-6714 x3630,43.03608127,-108.4188458,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
666GD,Powell VA Clinic,Powell,Primary Care CBOC,777 Avenue H,,Powell,WY,82435,307-754-7257 x,307-754-7715 x,888-284-9308 x,866-822-6714 x3278,866-822-6714 x,866-822-6714 x3630,44.75616873,-108.7707804,800AM-500PM,800AM-500PM,800AM-500PM,800AM-500PM,800AM-500PM,-,-,We are closed weekends and all federal holidays.
666GE,Gillette VA Clinic,Gillette,Primary Care CBOC,604 Express Drive,,Gillette,WY,82718,307-685-0676 x,307-685-0695 x,866-621-1887 x,866-822-6714 x3278,866-822-6714 x,866-822-6714 x3630,44.24592664,-105.511591,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
666GF,Rock Springs VA Clinic,Rock Springs,Primary Care CBOC,1401 Gateway Boulevard,Suite 1,Rock Springs,WY,82901,307-362-6641 x,307-362-7139 x,866-381-2830 x,866-822-6714 x3278,866-822-6714 x,866-822-6714 x3630,41.59227683,-109.2432341,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
666QA,Afton VA Clinic,Afton,Other Outpatient Services (OOS),125 South Washington Street,,Afton,WY,83110,307-886-5266 x,307-886-5752 x,877-309-8931 x,866-822-6714 x3278,866-822-6714 x3218,866-822-6714 x3630,42.73131775,-110.9332037,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
666QB,Evanston VA Clinic,Evanston,Other Outpatient Services (OOS),1565 South Highway 150,Suite E,Evanston,WY,82930,307-789-3384 x,307-789-3266 x,877-733-6128 x,866-822-6714 x3278,866-822-6714 x,866-822-6714 x3630,41.25239159,-110.9415558,800AM-430PM,800AM-415PM,800AM-400PM,800AM-230PM,-,-,-,"We are closed Friday's, weekends and all federal holidays."
666QC,Worland VA Clinic,Worland,Other Outpatient Services (OOS),510 South 15th Street,Suite D,Worland,WY,82401,307-347-2808 x,307-347-2840 x,877-483-0370 x,866-822-6714 x3278,866-822-6714 x3218,866-822-6714 x3630,44.0125102,-107.9484388,800AM-430PM,800AM-430PM,800AM-430PM,800AM-230PM,-,-,-,We are closed Friday's weekends and all federal holidays.
463,Anchorage VA Medical Center,Anchorage,VA Medical Center (VAMC),1201 North Muldoon Road,,Anchorage,AK,99504,907-257-4700 x,907-257-6774 x,907-257-4700 x,877-750-4790 x,907-257-6770 x,907-257-5449 x,61.23135702,-149.7446279,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m. We are closed weekends and all federal holidays. Emergency Care: 24 hours a day 7 days a week is provided by our DoD Joint Venture with Joint Base Elmendorf Richardson (JBER.)
463GA,Fairbanks VA Clinic,Fairbanks-Fort Wainwright,Primary Care CBOC,4076 Neeley Road,Room 1J-101,Fort Wainwright,AK,99703,907-361-6370 x,907-361-6372 x,907-257-4700 x,877-750-4790 x,907-257-6770 x,907-257-5449 x,64.82791915,-147.6838294,730AM-400PM,730AM-400PM,730AM-400PM,100PM-430PM,730AM-430PM,-,-,We are closed weekends and all federal holidays.
463GB,Kenai VA Clinic,Kenai,Primary Care CBOC,11312 Kenai Spur Highway,Suite 39,Kenai,AK,99611,907-395-4100 x,907-283-4236 x,907-257-4700 x,877-750-4790 x,907-257-6770 x,907-257-5449 x,60.55461742,-151.2555607,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
463GC,Mat-Su VA Clinic,Mat-Su-Wasilla,Primary Care CBOC,865 North Seward Meridian Parkway,Suite 105,Wasilla,AK,99654,907-631-3100 x,907-631-3101 x,907-257-4700 x,877-750-4790 x,907-257-6770 x,907-257-5449 x,61.58965896,-149.359822,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
463GD,Homer VA Clinic,Homer,Primary Care CBOC,4300 Bartlett Street,,Homer,AK,99603,907-395-4100 x,907-283-4236 x,907-257-4700 x,877-750-4790 x,907-257-6770 x,907-257-5449 x,59.65202329,-151.5501157,800AM-400PM,800AM-400PM,800AM-400PM,-,-,-,-,"We are closed Thursday's, Friday's, weekends and all federal holidays."
463GE,Juneau VA Clinic,Juneau,Primary Care CBOC,709 West 9th Street,Suite 150,Juneau,AK,99801,907-796-4300 x,907-796-4301 x,907-257-4700 x,877-750-4790 x,907-257-6770 x,907-257-5449 x,58.30170266,-134.4207401,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
531,Boise VA Medical Center,Boise,VA Medical Center (VAMC),500 West Fort Street,,Boise,ID,83702,208-422-1000 x,208-422-1157 x,208-422-1000 x,208-422-1000 x7635,208-422-1220 x,208-422-1034 x,43.61925664,-116.1947799,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
531GE,Twin Falls VA Clinic,Twin Falls,Primary Care CBOC,260 2nd Avenue East,,Twin Falls,ID,83301,208-732-0959 x,208-732-7480 x,208-422-1000 x,208-422-1000 x7635,208-422-1220 x,208-422-1034 x,42.55507961,-114.467185,700AM-530PM,700AM-530PM,700AM-530PM,700AM-530PM,-,-,-,"We are closed Fridays, weekends, and all federal holidays."
531GG,Caldwell VA Clinic,Caldwell ,Primary Care CBOC,4521 Thomas Jefferson Street,,Caldwell,ID,83605,208-454-4826 x,208-454-4589 x,208-422-1000 x,208-422-1000 x7635,208-422-1220 x,208-422-1034 x,43.6598418,-116.6406915,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
531GH,Burns VA Clinic,Burns,Primary Care CBOC,271 North Egan Avenue,,Burns,OR,97720,541-573-3339 x,541-573-3366 x,208-422-1000 x,208-422-1000 x7635,208-422-1220 x,208-422-1034 x,43.58809878,-119.0595311,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
531GI,Mountain Home VA Clinic,Mountain Home,Primary Care CBOC,815 North 6th East,,Mountain Home,ID,83647,208-580-2001 x,208-580-9993 x,208-422-1000 x,208-422-1000 x7635,208-422-1220 x,208-422-1034 x,43.13777647,-115.6925288,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
531GJ,Salmon VA Clinic,Salmon,Primary Care CBOC,705 Lena Street,,Salmon,ID,83467,208-756-8515 x,208-756-8385 x,208-422-1000 x,208-422-1000 x7635,208-422-1220 x,208-422-1034 x,45.17303283,-113.8924797,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
648,Portland VA Medical Center,Portland,VA Medical Center (VAMC),3710 Southwest US Veterans Hospital Road,,Portland,OR,97239,503-721-1498 x,503-273-5319 x,503-220-8262 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,45.49746243,-122.6828717,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
648A4,Portland VA Medical Center-Vancouver,Portland-Vancouver,VA Medical Center (VAMC),1601 East 4th Plain Boulevard,,Vancouver,WA,98661,360-759-1901 x,360-690-0864 x,360-696-4061 x,503-273-5183 x,503-273-5069 x,503-273-5308 x,45.63941626,-122.6552874,730AM-430PM,730AM-630PM,730AM-430PM,730AM-430PM,730AM-430PM,800AM-1000AM,-,We are open Saturdays by appointment.  We are closed Sundays and all federal holidays.
