facility_id,original_facility_id,location_descriptive_name_common_name,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
VBA271,343,Oakland Regional Benefit Office,"1301 Clay Street, North Tower",,Oakland,CA,94612,800-827-1000,510-637-6118,37.804927,-122.274913,8:30 am ��_��__ 4 pm,8:30 am ��_��__ 4 pm,8:30 am ��_��__ 4 pm,8:30 am ��_��__ 4 pm,8:30 am ��_��__ 4 pm,Closed,Closed,
VBA272,343,Sacramento VBA Satellite Office,10365 Old Placerville Rd,,Sacramento,CA,95827,800-827-1000,510-637-6118,38.567276,-121.307734,Closed,8:30 am - 4:00 pm,Closed,8:30 am - 4:00 pm,Closed,Closed,Closed,
VBA273,N/A,Walter Reed National Military Medical Center,"Medical Bldg 11, Room 156",,Bethesda,MD,20889,301-319-8467,215-991-1442,38.9848,-77.0946,7:30-4:00,7:30-4:00,7:30-4:00,7:30-4:00,7:30-4:00,closed,closed,
VBA274,N/A,Fort Belvoir,808 Farrell Road,Room NS 104,Fort Belvoir,VA,22060,301-400-2463,215-991-1442,38.7119,-77.1459,7:00 - 3:30,7:00 - 3:30,7:00 - 3:30,7:00 - 3:30,7:00 - 3:30,closed,closed,
VBA275,N/A,Quantico Marine Base,3025 John Quick Road,,Quantico,VA,22134,703-432-1814,703-432-1869,38.523351,-77.31022,7:00-3:30,7:00-3:30,7:00-3:30,7:00-3:30,7:00-3:30,closed,closed,
VBA276,N/A,University of Maryland University College,3501 University Blvd. East,,Adelphi,MD,20783,240-684-2555,240-684-2301,38.985808,-76.95675,8:00 - 4:30,8:00 - 4:30,8:00 - 4:30,8:00 - 4:30,8:00 - 4:30,closed,closed,
VBA277,N/A,George Mason University,4400 University Drive ,MS N 3A4,Fairfax,VA,22033,703-993-4464,N/A,38.834716,-77.312683,7:30 - 5:00,7:30 - 5:00,7:30 - 5:00,7:30 - 5:00,7:30 - 5:00,closed,closed,
VBA278,N/A,Northern Virginia Community College - Alexandria campus,3001 North Beauregard St,"Bisdorf Building, Room 194",Alexandria,VA,22311,703-323-3893,703-575-4706,38.840488,-77.115195,8:00 - 3:30,8:00 - 3:30,8:00 - 3:30,8:00 - 3:30,8:00 - 3:30,closed,closed,
VBA279,610A4,VA Northern Indiana Health Care System (Marion),1700 East 38th Street,"Building 138, Room 356",Marion,IN,46953,1-800-360-8387 ext 71327,765-677-3164,40.520479,-85.638062,8 am - 4pm,8 am - 4pm,8 am - 4pm,8 am - 4pm,8 am - 4pm,Closed,Closed,
VBA280,610A4,VA Northern Indiana Health Care System (Fort Wayne),2121 Lake Avenue,,Fort Wayne,IN,46805,1-800-360-8387 ext 71327,260-460-1336,41.090709,-85.109497,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Close,Closed,
VBA281,N/A,Camp Atterbury,647 Gatling Street,Attn:  CAIN MEBROC MSC,Edinburgh,IN,46124,812-526-1499 ext 62112,812-526-1208,36.001587,-76.954344,7 am - 4:30 pm,7 am - 4:30 pm,7 am - 4:30 pm,7 am - 4:30 pm,7 am - 4:30 pm,Closed,Closed,
VBA282,583,Seamless Transition Integrated Care Clinic (STICC),1481 W. 10th Street,,Indianapolis,IN,46202,317-988-5295,317-988-5359,39.778642,-86.187359,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA283,N/A,Ft. Stewart,1145 Niles Avenue,Building 4973,Ft. Stewart,Georgia,31314,912-435-9748,N/A,31.874042,-81.601241,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA284,N/A,Robins Air Force Base,655 Seventh Street,Room M026,Robins AFB,Georgia,31908,478-327-3346,N/A,33.468328,-81.966516,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA285,N/A,Savannah Field Office,613 Stephenson Avenue,Suite 203,Savannah,Georgia,31405,912-355-1128,912-355-1280,32.010248,-81.102923,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA286,N/A,Tifton Field Office,114 West 12th Street,Suite F,Tifton,Georgia,31794,229-388-0081,229-388-8410,32.468555,-84.994729,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA287,319,Columbia Regional Office,6437 Garners Ferry Road,,Columbia,South Carolina,29209,800-827-1000,N/A,33.978448,-80.962753,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,N/A,N/A,
VBA288,N/A,Fayetteville VA Medical Center,2301 Robeson Street,Suite 110,Fayetteville,North Carolina,28301,910-488-2120 ,910-822-7093,35.043136,-78.917733,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,N/A,N/A,
VBA289,327,Louisville Regional Benefit Office,321 W Market St Suite 390,,Louisville,KY,40202,502-566-4453 (VRE)       1-888-407-0144 (FID HUB),502-217-9963 (VRE)       1-215-991-7905 (FID HUB),38.255084,-85.75546,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,Closed,Closed,
VBA290,327,VRE Outbased Office,955 Fairview Ave,Suite 100,Bowling Green,KY,42010-4937,270-783-3495,270-843-4465,36.990735,-86.42976,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,Closed,Closed,
VBA291,327,UK & BCTC VetSuccess on Campus VR&E Office,Veterans Resource Center,100 W.D. Funkhouser Bldg.,Lexington,KY,40506-0054,859-212-2876,859-257-3823,47.74878,-122.360585,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,Closed,Closed,
VBA292,327,EKU VetSuccess on Campus VR&E Office,Burnan House,317 Lancaster Avenue,Richmond,KY,40475,859-622-1297,859-622-5076,37.74557,-84.299282,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,Closed,Closed,
VBA293,327,Leestown VAMC Vocational Rehabilitation & Employment,VAMC 116-LD,2250 Leestown Rd,Lexington,KY,40511-1052,859-281-3837,859-281-3839,38.073939,-84.539158,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,Closed,Closed,
VBA294,309,Newark VA Regional Office,20 Washington Place ,,Newark ,New Jersey,7102,973-297-3348,973-297-3361,40.742447,-74.17088,8:30 am - 4:30pm,8:30 am - 4:30pm,8:30 am - 4:30pm,8:30 am - 4:30pm,8:30 am - 4:30pm,closed,closed,Closed on Federal Holidays��_��__
VBA295,327,Ft. Knox VR&E Office,1109c Spearhead Division Ave.,,Ft. Knox,KY,40121,502-942-3250,502-943-8729,37.893614,-85.950217,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,Closed,Closed,
VBA296,327,Fort Knox BDD Site,"1109 Spearhead Division Ave., Wing B, Rm 0.24 basement",,Fort Knox,KY,40121,502-942-3970,502-942-6086,37.893614,-85.950217,8am - 2:30 pm,8am - 2:30 pm,8am - 2:30 pm,8am - 2:30 pm,12pm - 4pm,Closed,Closed,
VBA297,327,Fort Knox IDES Center,"433 192nd Armored Tank Battalion Road, Bldg. 853 Ireland Ave.",,Fort Knox,KY,40121,502-624-3576        and       502-624-3311,502-624-3603,37.8911,-85.9636,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,Closed,Closed,
VBA298,327,Louisville Fiduciary Hub (LFH) - San Juan Office,50 Carr 165,,Guaynabo,Puerto Rico,00968-8024,1-888-407-0144,1-215-991-7905,18.3411,-66.1163,8am - 4:30 pm,8am - 4:30 pm,8am - 4:30 pm,8am - 4:30 pm,8am - 4:30 pm,Closed,Closed,
VBA299,345,Davis-Monthan Air Force Base, 355th Medical Group,4175 S Alamo Ave,Tucson,AZ,85707,520-228-2649,602-627-3040,32.173166,-110.860122,630AM - 3PM,none,630AM - 3PM,none,630AM - 3PM,none,none,
VBA300,345,Fort Huachuca,Raymond Bliss Army Health Center,2240 E Winrow Ave  ,Ft Huachuca,AZ,85613-7079,520-228-2649,602-627-3040,31.549046,-110.352233,NONE,630am  -3pm,NONE,630am  -3pm,NONE,NONE,NONE,
VBA301,325,Cleveland Regional Benefit Office,1240 E. 9th Street,,Cleveland,Ohio,44199,216-522-3530,216-522-2457,41.504868,-81.691708,8:30 am - 4:30 pm ,8:30 am - 4:30 pm ,8:30 am - 4:30 pm ,8:30 am - 4:30 pm ,8:30 am - 4:30 pm ,N/A,N/A,
VBA302,345,Luke Air Force Base,56th Medical Group,7219 N Litchfield Rd # 1130,Luke AFB,AZ,85309,623-856-9379,602-627-3040,33.446655,-112.358242,NONE,6AM - 230PM,6AM - 230PM,6AM - 230PM,6AM - 230PM,NONE,NONE,
VBA303,345,Prescott VA Medical Center,Prescott VA Medical Center,"500 N State Route 89,BLDG 13. ",Prescott,AZ ,86313,602-627-3249,602-627-3040,34.5403,-112.4695,730AM - 4PM,730AM - 4PM,730AM - 4PM,730AM - 4PM,730AM - 4PM,NONE,NONE,
VBA304,N/A,VA/DOD Transition Center at Wright Patterson Air Force Base,4881 Sugar Maple Drive,,WPAFB,Ohio,45433,937-268-6511 extension 5808 or 5810,937-268-7524,39.805397,-84.037441,8 am - 12pm,None,8 am - 12pm,None,None,None,None,_Walk in claims assistance.
VBA305,345,Phoenix Regional Benefit Office,3333 N. Central Avenue,,Phoenix,AZ,85012,800-827-1000,602-627-3040,33.486328,-112.073781,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,Closed,Closed,_Public Contact Hours
VBA306,538,Chillicothe VA Medical Center,17273 State Route 104,"Building 31, Room 3-201B",Chillicothe,Ohio,45601,740-773-1141,740-772-7197,39.387915,-83.012003,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,None,None,
VBA307,539,Cincinnati VA Medical Center,3200 Vine St,B149a,Cincinnati,Ohio,45220,513-487-6054,513-475-6557,39.139659,-84.508196,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,None,None,
VBA308,757,Chalmers P. Wylie Ambulatory Care Center,420 N James Road,,Columbus,Ohio,43219,614-388-7014,614-388-7520,39.980708,-82.909339,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,None,None,
VBA309,552,Dayton VA Medical Center,4100 W. 3rd St,,Dayton,Ohio,45428,937-268-6511,937-267-7549,39.742666,-84.264405,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,None,None,
VBA310,N/A,Cincinnati VA Office,36 East Seventh Street,Suite 210A,Cincinnati,Ohio,45202,513-684-2663,513-684-2024,39.103815,-84.512812,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,8 am - 4:30 pm,None,None,
VBA311,326,Fort Wayne Outbased Office ,2121 Lake Avenue,,Fort Wayne ,Indiana,46805,260-421-1046,260-421-1048,41.090709,-85.109497,7 am - 4:30 PM ,7 am - 4:30 PM ,7 am - 4:30 PM ,7 am - 4:30 PM ,7 am - 330 PM ,N/A,N/A,
VBA312,315,Huntington Regional Benefit Office,640 4th Avenue,,Huntington,West Virginia,25701,304-399-9340,304-399-9355,38.420306,-82.447869,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA313,326,Marion Out Based Office ,Marion VA Medical Center ,"VBA VR&E - Bldg 138, Room 351 ",Marion,Indiana,46953,260-426-5431 x 73804,N/A,40.523651,-85.637168,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA314,326,Scottsburg Out Based Office,Scott County VA Clinic ,1467 N Scott Valley Drive ,Scottsburg,Indiana,56654,877-690-1938  ext 56654 ,812-752-7026,41.088623,-85.274917,8 am - 4:30 PM,8 am - 4:30 PM,N/A,Alternating Thursdays 8 am - 4:30 PM,N/A,N/A,N/A,
VBA315,320,Nashville Regional Office,"110 9th Avenue, South",,Nashville,Tennessee,37203,615-695-6207,615-695-6312,36.15814,-86.783282,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA316,326,Columbus Outbased Office ,Department of Veterans Affairs VBA VR&E (28) ,4555 Central Ave  Suite 1300 ,Columbus,Indiana,47203,812-314-8561,812-314-8555,41.600306,-87.366856,N/A,N/A,8 am - 4:30 PM ,Alternating Thursdays 8 am - 4:30 PM ,8 am - 4:30 PM ,N/A,N/A,
VBA317,318,Winston Salem Regional Office,251 N. Main Street,,Winston-Salem,North Carolina,27155,336-251-6884,336-251-6632,36.096945,-80.243311,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,N/A,N/A,
VBA318,326,Evansville Out Based Office ,1100 N Burkhardt Road,,Evansville,Indiana,47715,(812) 910-0047,(812) 473-4028,37.986724,-87.474525,8 am - 5:30 PM,8 am - 5:30 PM,8 am - 5:30 PM,8 am - 5:30 PM,8 am - 4:30 PM Alternating Fridays,N/A,N/A,
VBA319,401,Providence VA Regional Office,380 Westminster St ,,Providence,RI,2903,(401)223-3700,(401)223-3679,41.82111,-71.414661,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,
VBA320,315,"Huntington Regional Benefit Office, Westover Out based location","40 Commerce Drive, Suite 101",,Westover,WV,26501,304-623-3461 x4709,304-292-7537,31.330507,-89.356168,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA321,315,"Huntington Regional Benefit Office, Clarksburg Out based location",1 Medical Center Drive,,Clarksburg,WV,26301,"304-623-3461, x 3327",304-623-7618,39.653374,-79.957224,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA322,315,"Huntington Regional Office, Martinsburg Out based location",510 Butler Avenue,,Martinsburg,WV,25405,"304-263-0811, x4677",304-262-1394,39.417648,-77.911414,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA323,315,"Huntington Regional Office, Beckley Out based location",200 Veterans Avenue,,Beckley,WV,25801,"304-255-2121, x4770",304-256-5158,37.765018,-81.193372,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA324,315,"Huntington Regional Office, Charleston Out based location",521 Central Avenue,,Charleston,WV,25302,"304-429-6741, x4215",304-292-7537,38.362244,-81.649493,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA325,463,"Anchorage VA Regional Office, Vocational Rehabilitation and Employment Service Office",1201 N. Muldoon Road,,Anchorage,Alaska,99577,907-433-1060,907-257-6780,61.231198,-149.742651,8 am to 4:30 pm,8 am to 4:30 pm,8 am to 4:30 pm,8 am to 4:30 pm,8 am to 4:30 pm,Closed,Closed,
VBA326,306,New York Regional Office,245 W Houston Street,,New York,NY,10014,800-827-1000,212-807-4005,40.728616,-74.005432,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,Closed,Closed,
VBA327,306,New York Regional Office at Montrose VAMC,"2094 Albany Post Road, Bldg. 14",,Montrose,NY,10548,800-827-1000,914-788-4861,41.237021,-73.929233,8:30AM - 4PM,8:30AM - 4PM,8:30AM - 4PM,8:30AM - 4PM,8:30AM - 4PM,Closed,Closed,
VBA328,463,Anchorage Veterans Service Center,1201 N. Muldoon Street,,Anchorage,Alaska,99504,800-827-1000,907-257-6750 ,61.231198,-149.742651,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,8:30 am - 4 pm,Closed,Closed,
VBA329,348,Portland  Regional Office Vocational Rehabilitation Division,100 SW Main St,Floor 2,Portland,Oregon,97204,503-412-4577,503-412-4740,45.514869,-122.675701,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,
VBA330,348,Portland  Regional Office Vocational Rehabilitation Division Eugene Outbased Office,211 East 7th Ave,,Eugene,OR,97401,503-412-4577,541-485-7606,44.05267,-123.08891,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,Closed,Closed,
VBA331,348,Portland  Regional Office Vocational Rehabilitation Division Vancouver Outbased Office,1601 E Fourth Pain Blvd,"V3CH31, Bldg 18",Vancouver,WA,98661,503-412-4577,360-759-1679,45.623855,-122.654968,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,Closed,Closed,
VBA332,348,Portland  Regional Office Vocational Rehabilitation Division Medford Outbased Office,1237 N Riverside,Suite 30,Medford,OR,97501,503-412-4577,541-772-4219,42.33879,-122.87704,8 am -5:00 pm,8 am -5:00 pm,8 am -5:00 pm,8 am -5:00 pm,8 am -5:00 pm,Closed,Closed,
VBA333,348,Portland  Regional Office Vocational Rehabilitation Division VetSuccess on Campus Portland State University,724 SW Harrison,,Portland,Oregon,97204,503-412-4577,N/A,45.5202,-122.6742,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,Closed,Closed,
VBA334,348,Portland  Regional Office Vocational Rehabilitation Division VetSuccess on Campus Portland Community College,P.O. Box 19000,,Portland,Oregon,97280,503-412-4577,N/A,45.5202,-122.6742,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,8 am -4:30 pm,Closed,Closed,
VBA335,340,Albuquerque Regional Benefit Office,500 Gold Ave. SW,,Albuquerque,NM,87102,800-827-1000,505-346-4807,35.083531,-106.653596,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,8 am - 4 pm,Closed,Closed,_Closed on national holidays.
VBA336,3401,Las Cruces Oubased VRE Office,2460 Locust St,Ste G,Las Cruces,New Mexico,88001,575-522-5631,575-522-5877,32.287571,-106.748741,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,Closed ,Closed,
VBA337,3402,VetSuccess on University of New Mexico,University of New Mexico,SUB Suite 2002,Albuquerque,New Mexico,87131,505-277-3265,505-224-3097,35.051711,-106.702301,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,Closed,Closed,
VBA338,3403,Vetsucess on Central New Mexico Community,Central New Mexico Community College,525 Buena Vista Dr. SE,Albuquerque,New Mexico,87106,505-224-3265,505-224-3097,35.054257,-106.622295,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,8 AM - 4:30 PM,Closed ,Closed,
VBA339,463,Federal Building Fairbanks,101 12th  Avenue,First Floor #114,Fairbanks,Alaska,99701,907-433-1060,N/A,64.837674,-147.706769,08:00 a.m. -4:30,08:00 a.m. -4:30,08:00 a.m. -4:30,08:00 a.m. -4:30,08:00 a.m. -4:30,Closed,Closed,
VBA340,463,Fort Richardson - Soldier Family Assistance Center ,4986 Zuckert St ,,JBER,Alaska,99506,907-433-1060,N/A,38.820467,-76.855042,08:00 a.m. -4:30,08:00 a.m. -4:30,08:00 a.m. -4:30,08:00 a.m. -4:30,08:00 a.m. -4:30,Closed,Closed,
VBA341,463,University of Anchorage Alaska - VSOC,Office of Student Affairs  University of Alaska Anchorage VA/VSOCP,"3211 Providence Dr , A-4614  ",Anchorage,Alaska,99508,907-786-6962,N/A,61.189847,-149.818764,7:74 - 3:45,7:74 - 3:45,7:74 - 3:45,7:74 - 3:45,7:74 - 3:45,Closed,Closed,
VBA342,343,Oakland Regional Office,1301 Clay Street,Suite 1400 North,Oakland,CA,94612,510-637-6128,510--637-6119,37.804927,-122.274913,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,8am - 4pm,NA,NA,
VBA343,Fresno Outbased VR&E,Fresno,"855 M Street, Suite 150",,Fresno,CA,93721,559-443-1491,559-443-1091,36.734199,-119.785923,8am-4:30pm,8am-4:30pm,8am-4:30pm,8am-4:30pm,8am-4:30pm,NA,NA,
VBA344,343,Sacramento OPR,10365 Old Placerville Road,,Sacramento,CA,95827,916-364-6700,916-364-6708,38.567276,-121.307734,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,NA,NA,
VBA345,343,Chico-VR&E Outbased,15 Ilahee Lane,,Chico,CA,95973,530-893-4213,530-893-4217,39.752185,-121.870387,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,NA,NA,
VBA346,343,VA-PAHCS Palo Alto VR&E Out-based office,3801 Miranda Avenue,,Palo alto,CA,94304,650-493-5000 X67858,650-858-8900,37.405054,-122.140261,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,NA,NA,
VBA347,346/28,Seattle VRE Office,915 2nd Ave.     ,,Seattle,WA,98174,206-341-8228,206-341-8687,47.604569,-122.335363,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,closed,closed,
VBA348,346/28,Lakewood VRE Office,9116 Gravelly Lake Dr. SW,Suite 107,Lakewood,WA,98499,256-582-2729,253-582-9369,47.17371,-122.51716,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,closed,closed,
VBA349,373,Manchester Regional Benefit Office,275 Chestnut Street,,Manchester,NH,3101,603-222-5765,603-222-5741,42.988247,-71.460518,8:30 am - 4:00 pm,8:30 am - 4:00 pm,8:30 am - 4:00 pm,8:30 am - 4:00 pm,8:30 am - 4:00 pm,Closed,Closed,
VBA350,405,White River Junction Regional  Office,215 North Main Street,Mail Code (21),White River Junction,VT,5009,802-295-9363 ,802-296-5196,43.64991,-72.321874,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,NA,NA,
VBA351,346/28,IDES Building,R6100 Building N. 18th St.  ,,Fort Lewis,WA,98433,253-966-1277,253-967-3429,47.265215,-122.49712,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,N/a,N/a,
VBA352,346/28,SFAC/Wounded Warrior Battalion,9059 Gardner Loop ,,Fort Lewis,WA,98433,253-967-7053,253-967-7053,47.1087,-122.555,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,N/a,N/a,
VBA353,301,Boston Regional Office,15 Sudbury St,,Boston,MA,2203,617-303-1384,617-303-5558,42.362524,-71.058215,8am to 4:30pm,8am to 4:30pm,8am to 4:30pm,8am to 4:30pm,8am to 4:30pm,closed,closed,
VBA354,346/28,Bremerton VRE Office,500Pacific Ave. , Suite 602A,Bremerton,WA,98337,206-341-8601,360-479-1465,47.556076,-122.670507,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,7:30am - 4pm,N/a,N/a,
VBA355,346/28,Mount Vernon VRE Office,1420 Roosevelt Ave. ,Suite #1   ,Mount Vernon,WA,98273,360-424-4396,360-424-8800,48.433374,-122.323106,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,Na,na,
VBA356,346/28,Spokane VRE Office,4815 N. Assembly St.     ,Bldg 6A ,Spokane,WA  ,99205, 509-434-751,509-434-7127,47.702547,-117.477464,7:30 am -4 pm,7:30 am -4 pm,7:30 am -4 pm,7:30 am -4 pm,7:30 am -4 pm,N/a,Na,
VBA357,346/28,Lewiston VRE Office,1158 Idaho St. ,,Lewiston,ID  ,83501,208-743-1282,208-743-9104,46.417152,-117.018682,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,7:30 am - 4 pm,na,na,
VBA358,346,Seattle Regional Office - Jackson Federal Building,915 Second Avenue ,,Seattle ,WA ,98174,206-341-8665,206-341-8686,47.604569,-122.335363,4-Aug,4-Aug,4-Aug,4-Aug,4-Aug,na,na,
VBA359,346,Waller Hall BDD Intake Site - Joint Base Lewis-Mcchord,Bldg 2140 Liggett Ave,,Joint Base Lewis-McChord,WA  ,98433,253-967-7107,206-341-8686,47.089719,-122.608165,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,na,na,
VBA360,346,Bremerton Satellite Office,500 Pacific Avenue ,,Bremerton ,WA ,98337,206-341-8600,206-341-8686,47.566892,-122.626632,8am-4pm,8am-4pm,8am-4pm,8am-4pm,8am-4pm,na,na,
VBA361,346,Disability Rating Activity Site Seatac,SeaTac Office Center North Tower,17930 Pacific Hwy S.,Seatac ,WA ,98188,206-965-3443,206-341-8686,47.442415,-122.29616,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,8:00 am-4:30 pm,na,na,
VBA362,346,Joint Base Lewis McChord,R6100 N 18th Street,,Tacoma ,WA ,98431,1-800-827-1000,206-341-8686,47.265215,-122.49712,8:00am - 4:30pm,8:00am - 4:30pm,8:00am - 4:30pm,8:00am - 4:30pm,8:00am - 4:30pm,na,na,
VBA363,344,Los Angeles Regional Benefit Office,11000 Wilshire Blvd.,,Los Angeles ,California,90024,(800) 827-1000,(844) 822-5246,34.056651,-118.448964,8 am - 3:30 pm,8 am - 3:30 pm, 8 am - 3:30 pm,8 am - 3:30 pm,8 am - 3:30 pm,Closed,Closed,_Closed on all Federal Holidays.
VBA364,(213) 253-2677 Ext 24759,Los Angeles Ambulatory Care Center,351 East Temple Street,Room A-444,Los Angeles,CA,90012,(213) 253-2677 Ext 24759,(213) 253-5552,34.052558,-118.238589,8:00 am - 2:30 pm,8:00 am - 2:30 pm,8:00 am - 2:30 pm,8:00 am - 2:30 pm,Appointment Only,Facility Closed,Facility Closed,
VBA365,Not Applicable,Long Beach VA Medical Center VR&E Outbased,5901 East 7th Street,OP 126 Room 20,Long Beach,CA,90822,(562) 826-8000 Ext 5320,(562) 826-5217,33.775319,-118.118942,8:00 am - 2:00 pm,Appointment Only,8:00 am - 2:00 pm,Appointment Only,8:00 am - 2:00 pm,Closed,Closed,
VBA366,Not Applicable,Loma Linda VA Medical Center VR&E Outbased Site,11201 Benton Street,Room 1F02,Loma Linda,CA,92357,(909) 583-6216,(909) 777-3818,34.050245,-117.25072,6:00 am - 3:00 pm,6:00 am - 3:00 pm,6:00 am - 3:00 pm,6:00 am - 3:00 pm,6:00 am - 3:00 pm,Appointment Only,Closed,
VBA367,344,Fort Irwin,Army Carrer and Alumni Program (ACAP),4553 Tippecanoe Street,Fort Irwin,ca,92310,760-780-9060,na,35.260062,-116.700347,8:30 am - 1:00 pm ,closed,closed,8:30 am - 1:00 pm,8:30 am - 1:00 pm,closed,closed,
