facility_id,service_level_1,service_level_2
600,Outpatient Surgical Specialty Care,Gynecology
600,Outpatient Surgical Specialty Care,Ophthalmology
600,Outpatient Surgical Specialty Care,Orthopedics
600,Outpatient Surgical Specialty Care,Pain Management Clinic 
600,Outpatient Surgical Specialty Care,Plastic Surgery
600,Outpatient Surgical Specialty Care,Thoracic Surgery
600,Outpatient Surgical Specialty Care,Urology
600,Outpatient Surgical Specialty Care,Vascular Surgery
600,Outpatient Surgical Specialty Care,
600,Primary Care,
600,Rehabilitation Care and Services,Amputation System of Care Services
600,Rehabilitation Care and Services,Audiology
600,Rehabilitation Care and Services,Blind Rehabilitation
600,Rehabilitation Care and Services,Compensated Work Therapy
600,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
600,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
600,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
600,Rehabilitation Care and Services,Speech Pathology
600,Rehabilitation Care and Services,Spinal Cord Injury
600,Rehabilitation Care and Services,
600,Wellness and Preventative Care,Eating Right: Diet and Nutrition
600,Wellness and Preventative Care,Weight Management Services/MOVE! 
600,Wellness and Preventative Care,
600GA,Mental Health Care,Outpatient Mental Health Care
600GA,Mental Health Care,
600GA,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
600GA,Outpatient Medical Specialty Care,Neurology
600GA,Outpatient Medical Specialty Care,
600GA,Outpatient Surgical Specialty Care,Pain Management Clinic 
600GA,Outpatient Surgical Specialty Care,
600GA,Primary Care,
600GA,Wellness and Preventative Care,Eating Right: Diet and Nutrition
600GA,Wellness and Preventative Care,Weight Management Services/MOVE! 
600GA,Wellness and Preventative Care,
600GB,Audiology,
600GB,Eye (Vision) Care,Optometry
600GB,Eye (Vision) Care,
600GB,Mental Health Care,Outpatient Mental Health Care
600GB,Mental Health Care,Outpatient Specialized Mental Health Care 
600GB,Mental Health Care,
600GB,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
600GB,Outpatient Medical Specialty Care,Neurology
600GB,Outpatient Medical Specialty Care,
600GB,Primary Care,
600GB,Rehabilitation Care and Services,Audiology
600GB,Rehabilitation Care and Services,
600GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
600GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
600GB,Wellness and Preventative Care,
600GC,Diagnostic Services,Lab Services
600GC,Diagnostic Services,
600GC,Mental Health Care,Outpatient Mental Health Care
600GC,Mental Health Care,
600GC,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
600GC,Outpatient Medical Specialty Care,
600GC,Primary Care,
600GD,Mental Health Care,Outpatient Mental Health Care
600GD,Mental Health Care,
600GD,Outpatient Medical Specialty Care,Neurology
600GD,Outpatient Medical Specialty Care,
600GD,Primary Care,
600GD,Wellness and Preventative Care,Weight Management Services/MOVE! 
600GD,Wellness and Preventative Care,
600GE,Audiology,
600GE,Mental Health Care,Outpatient Mental Health Care
600GE,Mental Health Care,
600GE,Outpatient Medical Specialty Care,Neurology
600GE,Outpatient Medical Specialty Care,
600GE,Primary Care,
600GE,Rehabilitation Care and Services,Audiology
600GE,Rehabilitation Care and Services,
600GE,Wellness and Preventative Care,Eating Right: Diet and Nutrition
600GE,Wellness and Preventative Care,Weight Management Services/MOVE! 
600GE,Wellness and Preventative Care,
605,Audiology,
605,Complementary and Alternative Medicine,Chiropractic  Services
605,Complementary and Alternative Medicine,
605,Dental Services,
605,Diagnostic Services,Imaging and Radiology
605,Diagnostic Services,Lab Services
605,Diagnostic Services,Nuclear Medicine 
605,Diagnostic Services,
605,Eye (Vision) Care,Ophthalmology
605,Eye (Vision) Care,Optometry
605,Eye (Vision) Care,
605,Mental Health Care,Outpatient Mental Health Care
605,Mental Health Care,Outpatient Specialized Mental Health Care 
605,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
605,Mental Health Care,
605,Outpatient Medical Specialty Care,Allergy and Immunology
605,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
605,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
605,Outpatient Medical Specialty Care,Diabetes
605,Outpatient Medical Specialty Care,Dialysis and Dialysis Support Services 
605,Outpatient Medical Specialty Care,Endocrinology
605,Outpatient Medical Specialty Care,Gastroenterology
605,Outpatient Medical Specialty Care,Infectious Disease
605,Outpatient Medical Specialty Care,Internal Medicine
605,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
605,Outpatient Medical Specialty Care,Neurology
605,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
605,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
605,Outpatient Medical Specialty Care,Rheumatology/Arthritis
605,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
605,Outpatient Medical Specialty Care,
605,Outpatient Surgical Specialty Care, Podiatry
605,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
605,Outpatient Surgical Specialty Care,General Surgery
605,Outpatient Surgical Specialty Care,Gynecology
605,Outpatient Surgical Specialty Care,Neurosurgery 
605,Outpatient Surgical Specialty Care,Ophthalmology
605,Outpatient Surgical Specialty Care,Orthopedics
605,Outpatient Surgical Specialty Care,Pain Management Clinic 
605,Outpatient Surgical Specialty Care,Plastic Surgery
605,Outpatient Surgical Specialty Care,Thoracic Surgery
605,Outpatient Surgical Specialty Care,Urology
605,Outpatient Surgical Specialty Care,Vascular Surgery
605,Outpatient Surgical Specialty Care,
605,Primary Care,
605,Rehabilitation Care and Services,Audiology
605,Rehabilitation Care and Services,Compensated Work Therapy
605,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
605,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
605,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
605,Rehabilitation Care and Services,Speech Pathology
605,Rehabilitation Care and Services,Spinal Cord Injury
605,Rehabilitation Care and Services,
605,Wellness and Preventative Care,Eating Right: Diet and Nutrition
605,Wellness and Preventative Care,Weight Management Services/MOVE! 
605,Wellness and Preventative Care,
605GA,Audiology,
605GA,Mental Health Care,Outpatient Mental Health Care
605GA,Mental Health Care,
605GA,Outpatient Medical Specialty Care,Gastroenterology
605GA,Outpatient Medical Specialty Care,
605GA,Outpatient Surgical Specialty Care,Orthopedics
605GA,Outpatient Surgical Specialty Care,
605GA,Primary Care,
605GA,Rehabilitation Care and Services,Audiology
605GA,Rehabilitation Care and Services,
605GB,Audiology,
605GB,Mental Health Care,Outpatient Mental Health Care
605GB,Mental Health Care,
605GB,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
605GB,Outpatient Medical Specialty Care,Gastroenterology
605GB,Outpatient Medical Specialty Care,
605GB,Outpatient Surgical Specialty Care,Orthopedics
605GB,Outpatient Surgical Specialty Care,Pain Management Clinic 
605GB,Outpatient Surgical Specialty Care,
605GB,Primary Care,
605GB,Rehabilitation Care and Services,Audiology
605GB,Rehabilitation Care and Services,
605GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
605GB,Wellness and Preventative Care,
605GC,Audiology,
605GC,Mental Health Care,Outpatient Mental Health Care
605GC,Mental Health Care,
605GC,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
605GC,Outpatient Medical Specialty Care,Diabetes
605GC,Outpatient Medical Specialty Care,
605GC,Outpatient Surgical Specialty Care,Orthopedics
605GC,Outpatient Surgical Specialty Care,
605GC,Primary Care,
605GC,Rehabilitation Care and Services,Audiology
605GC,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
605GC,Rehabilitation Care and Services,
605GC,Wellness and Preventative Care,Weight Management Services/MOVE! 
605GC,Wellness and Preventative Care,
605GD,Mental Health Care,Outpatient Mental Health Care
605GD,Mental Health Care,
605GD,Primary Care,
605GD,Wellness and Preventative Care,Weight Management Services/MOVE! 
605GD,Wellness and Preventative Care,
605GE,Mental Health Care,Outpatient Mental Health Care
605GE,Mental Health Care,
605GE,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
605GE,Outpatient Medical Specialty Care,Gastroenterology
605GE,Outpatient Medical Specialty Care,Internal Medicine
605GE,Outpatient Medical Specialty Care,
605GE,Outpatient Surgical Specialty Care,Orthopedics
605GE,Outpatient Surgical Specialty Care,
605GE,Primary Care,
605GE,Wellness and Preventative Care,Weight Management Services/MOVE! 
605GE,Wellness and Preventative Care,
664,Audiology,
664,Dental Services,
664,Diagnostic Services,Imaging and Radiology
664,Diagnostic Services,Lab Services
664,Diagnostic Services,Nuclear Medicine 
664,Diagnostic Services,
664,Eye (Vision) Care,Ophthalmology
664,Eye (Vision) Care,Optometry
664,Eye (Vision) Care,
664,Mental Health Care,Outpatient Mental Health Care
664,Mental Health Care,Outpatient Specialized Mental Health Care 
664,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
664,Mental Health Care,
664,Outpatient Medical Specialty Care,Allergy and Immunology
664,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
664,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
664,Outpatient Medical Specialty Care,Diabetes
664,Outpatient Medical Specialty Care,Dialysis and Dialysis Support Services 
664,Outpatient Medical Specialty Care,Endocrinology
664,Outpatient Medical Specialty Care,Gastroenterology
664,Outpatient Medical Specialty Care,Hematology (Blood) Services 
664,Outpatient Medical Specialty Care,Infectious Disease
664,Outpatient Medical Specialty Care,Internal Medicine
664,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
664,Outpatient Medical Specialty Care,Neurology
664,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
664,Outpatient Medical Specialty Care,Rheumatology/Arthritis
664,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
664,Outpatient Medical Specialty Care,
664,Outpatient Surgical Specialty Care, Podiatry
664,Outpatient Surgical Specialty Care,Colo-Rectal Surgery
664,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
664,Outpatient Surgical Specialty Care,General Surgery
664,Outpatient Surgical Specialty Care,Gynecology
664,Outpatient Surgical Specialty Care,Neurosurgery 
664,Outpatient Surgical Specialty Care,Ophthalmology
664,Outpatient Surgical Specialty Care,Orthopedics
664,Outpatient Surgical Specialty Care,Pain Management Clinic 
664,Outpatient Surgical Specialty Care,Plastic Surgery
664,Outpatient Surgical Specialty Care,Thoracic Surgery
664,Outpatient Surgical Specialty Care,Urology
664,Outpatient Surgical Specialty Care,Vascular Surgery
664,Outpatient Surgical Specialty Care,
664,Primary Care,
664,Rehabilitation Care and Services,Amputation System of Care Services
664,Rehabilitation Care and Services,Audiology
664,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
664,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
664,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
664,Rehabilitation Care and Services,Speech Pathology
664,Rehabilitation Care and Services,Spinal Cord Injury
664,Rehabilitation Care and Services,
664,Wellness and Preventative Care,Eating Right: Diet and Nutrition
664,Wellness and Preventative Care,Weight Management Services/MOVE! 
664,Wellness and Preventative Care,
664BY,Audiology,
664BY,Diagnostic Services,Imaging and Radiology
664BY,Diagnostic Services,
664BY,Eye (Vision) Care,Optometry
664BY,Eye (Vision) Care,
664BY,Mental Health Care,Outpatient Mental Health Care
664BY,Mental Health Care,Outpatient Specialized Mental Health Care 
664BY,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
664BY,Mental Health Care,
664BY,Outpatient Medical Specialty Care,Allergy and Immunology
664BY,Outpatient Medical Specialty Care,Diabetes
664BY,Outpatient Medical Specialty Care,Internal Medicine
664BY,Outpatient Medical Specialty Care,Neurology
664BY,Outpatient Medical Specialty Care,Rheumatology/Arthritis
664BY,Outpatient Medical Specialty Care,
664BY,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
664BY,Outpatient Surgical Specialty Care,Gynecology
664BY,Outpatient Surgical Specialty Care,Orthopedics
664BY,Outpatient Surgical Specialty Care,
664BY,Primary Care,
664BY,Rehabilitation Care and Services,Audiology
664BY,Rehabilitation Care and Services,Compensated Work Therapy
664BY,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
664BY,Rehabilitation Care and Services,
664BY,Wellness and Preventative Care,Eating Right: Diet and Nutrition
664BY,Wellness and Preventative Care,Weight Management Services/MOVE! 
664BY,Wellness and Preventative Care,
664GA,Mental Health Care,Outpatient Mental Health Care
664GA,Mental Health Care,
664GA,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
664GA,Outpatient Medical Specialty Care,Diabetes
664GA,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
664GA,Outpatient Medical Specialty Care,Neurology
664GA,Outpatient Medical Specialty Care,
664GA,Primary Care,
664GA,Wellness and Preventative Care,Eating Right: Diet and Nutrition
664GA,Wellness and Preventative Care,Weight Management Services/MOVE! 
664GA,Wellness and Preventative Care,
664GB,Audiology,
664GB,Diagnostic Services,Imaging and Radiology
664GB,Diagnostic Services,
664GB,Eye (Vision) Care,Ophthalmology
664GB,Eye (Vision) Care,Optometry
664GB,Eye (Vision) Care,
664GB,Mental Health Care,Outpatient Mental Health Care
664GB,Mental Health Care,Outpatient Specialized Mental Health Care 
664GB,Mental Health Care,
664GB,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
664GB,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
664GB,Outpatient Medical Specialty Care,Diabetes
664GB,Outpatient Medical Specialty Care,Internal Medicine
664GB,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
664GB,Outpatient Medical Specialty Care,Neurology
664GB,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
664GB,Outpatient Medical Specialty Care,
664GB,Outpatient Surgical Specialty Care, Podiatry
664GB,Outpatient Surgical Specialty Care,Gynecology
664GB,Outpatient Surgical Specialty Care,Ophthalmology
664GB,Outpatient Surgical Specialty Care,Orthopedics
664GB,Outpatient Surgical Specialty Care,Pain Management Clinic 
664GB,Outpatient Surgical Specialty Care,Urology
664GB,Outpatient Surgical Specialty Care,
664GB,Primary Care,
664GB,Rehabilitation Care and Services,Audiology
664GB,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
664GB,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
664GB,Rehabilitation Care and Services,
664GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
664GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
664GB,Wellness and Preventative Care,
664GC,Audiology,
664GC,Eye (Vision) Care,Optometry
664GC,Eye (Vision) Care,
664GC,Mental Health Care,Outpatient Mental Health Care
664GC,Mental Health Care,
664GC,Outpatient Medical Specialty Care,Diabetes
664GC,Outpatient Medical Specialty Care,
664GC,Outpatient Surgical Specialty Care, Podiatry
664GC,Outpatient Surgical Specialty Care,
664GC,Primary Care,
664GC,Rehabilitation Care and Services,Audiology
664GC,Rehabilitation Care and Services,
664GC,Wellness and Preventative Care,Weight Management Services/MOVE! 
664GC,Wellness and Preventative Care,
664GD,Mental Health Care,Outpatient Mental Health Care
664GD,Mental Health Care,Outpatient Specialized Mental Health Care 
664GD,Mental Health Care,
664GD,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
664GD,Outpatient Medical Specialty Care,Diabetes
664GD,Outpatient Medical Specialty Care,
664GD,Primary Care,
691,Audiology,
691,Complementary and Alternative Medicine,Chiropractic  Services
691,Complementary and Alternative Medicine,
691,Dental Services,
691,Diagnostic Services,Imaging and Radiology
691,Diagnostic Services,Lab Services
691,Diagnostic Services,Nuclear Medicine 
691,Diagnostic Services,
691,Extended Care,Outpatient Geriatric Medicine
691,Extended Care,
691,Eye (Vision) Care,Ophthalmology
691,Eye (Vision) Care,Optometry
691,Eye (Vision) Care,
691,Mental Health Care,Outpatient Mental Health Care
691,Mental Health Care,Outpatient Specialized Mental Health Care 
691,Mental Health Care,Vocational Assistance (Vocational Counselling and/or
691,Mental Health Care,
691,Outpatient Medical Specialty Care,Allergy and Immunology
691,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
691,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
691,Outpatient Medical Specialty Care,Diabetes
691,Outpatient Medical Specialty Care,Dialysis and Dialysis Support Services 
691,Outpatient Medical Specialty Care,Endocrinology
691,Outpatient Medical Specialty Care,Gastroenterology
691,Outpatient Medical Specialty Care,Hematology (Blood) Services 
691,Outpatient Medical Specialty Care,Infectious Disease
691,Outpatient Medical Specialty Care,Internal Medicine
691,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
691,Outpatient Medical Specialty Care,Neurology
691,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
691,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
691,Outpatient Medical Specialty Care,Rheumatology/Arthritis
691,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
691,Outpatient Medical Specialty Care,
691,Outpatient Surgical Specialty Care, Podiatry
691,Outpatient Surgical Specialty Care,Cardiac Surgery 
691,Outpatient Surgical Specialty Care,Colo-Rectal Surgery
691,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
691,Outpatient Surgical Specialty Care,General Surgery
691,Outpatient Surgical Specialty Care,Gynecology
691,Outpatient Surgical Specialty Care,Neurosurgery 
691,Outpatient Surgical Specialty Care,Ophthalmology
691,Outpatient Surgical Specialty Care,Orthopedics
691,Outpatient Surgical Specialty Care,Pain Management Clinic 
691,Outpatient Surgical Specialty Care,Plastic Surgery
691,Outpatient Surgical Specialty Care,Thoracic Surgery
691,Outpatient Surgical Specialty Care,Urology
691,Outpatient Surgical Specialty Care,Vascular Surgery
691,Outpatient Surgical Specialty Care,
691,Primary Care,
691,Rehabilitation Care and Services,Amputation System of Care Services
691,Rehabilitation Care and Services,Audiology
691,Rehabilitation Care and Services,Compensated Work Therapy
691,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
691,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
691,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
691,Rehabilitation Care and Services,Speech Pathology
691,Rehabilitation Care and Services,
691,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691,Wellness and Preventative Care,Weight Management Services/MOVE! 
691,Wellness and Preventative Care,
691A4,Audiology,
691A4,Complementary and Alternative Medicine,Chiropractic  Services
691A4,Complementary and Alternative Medicine,
691A4,Dental Services,
691A4,Diagnostic Services,Imaging and Radiology
691A4,Diagnostic Services,Lab Services
691A4,Diagnostic Services,
691A4,Extended Care,Outpatient Geriatric Medicine
691A4,Extended Care,
691A4,Eye (Vision) Care,Ophthalmology
691A4,Eye (Vision) Care,Optometry
691A4,Eye (Vision) Care,
691A4,Mental Health Care,Outpatient Mental Health Care
691A4,Mental Health Care,Outpatient Specialized Mental Health Care 
691A4,Mental Health Care,
691A4,Outpatient Medical Specialty Care,Allergy and Immunology
691A4,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
691A4,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
691A4,Outpatient Medical Specialty Care,Diabetes
691A4,Outpatient Medical Specialty Care,Gastroenterology
691A4,Outpatient Medical Specialty Care,Infectious Disease
691A4,Outpatient Medical Specialty Care,Internal Medicine
691A4,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
691A4,Outpatient Medical Specialty Care,Neurology
691A4,Outpatient Medical Specialty Care,Oncology (Cancer) Care Services
691A4,Outpatient Medical Specialty Care,Pulmonary/ Respiratory Disease
691A4,Outpatient Medical Specialty Care,Rheumatology/Arthritis
691A4,Outpatient Medical Specialty Care,Sleep Studies/Sleep Medicine
691A4,Outpatient Medical Specialty Care,
691A4,Outpatient Surgical Specialty Care, Podiatry
691A4,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
691A4,Outpatient Surgical Specialty Care,General Surgery
691A4,Outpatient Surgical Specialty Care,Gynecology
691A4,Outpatient Surgical Specialty Care,Ophthalmology
691A4,Outpatient Surgical Specialty Care,Plastic Surgery
691A4,Outpatient Surgical Specialty Care,Urology
691A4,Outpatient Surgical Specialty Care,Vascular Surgery
691A4,Outpatient Surgical Specialty Care,
691A4,Primary Care,
691A4,Rehabilitation Care and Services,Audiology
691A4,Rehabilitation Care and Services,Compensated Work Therapy
691A4,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
691A4,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
691A4,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
691A4,Rehabilitation Care and Services,Speech Pathology
691A4,Rehabilitation Care and Services,Spinal Cord Injury
691A4,Rehabilitation Care and Services,
691A4,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691A4,Wellness and Preventative Care,Weight Management Services/MOVE! 
691A4,Wellness and Preventative Care,
691GB,Diagnostic Services,Imaging and Radiology
691GB,Diagnostic Services,Lab Services
691GB,Diagnostic Services,
691GB,Mental Health Care,Outpatient Mental Health Care
691GB,Mental Health Care,Outpatient Specialized Mental Health Care 
691GB,Mental Health Care,
691GB,Outpatient Medical Specialty Care,Allergy and Immunology
691GB,Outpatient Medical Specialty Care,Cardiology (Heart) Care Services
691GB,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
691GB,Outpatient Medical Specialty Care,Gastroenterology
691GB,Outpatient Medical Specialty Care,
691GB,Outpatient Surgical Specialty Care, Podiatry
691GB,Outpatient Surgical Specialty Care,
691GB,Primary Care,
691GB,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691GB,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GB,Wellness and Preventative Care,
691GC,Audiology,
691GC,Mental Health Care,Outpatient Mental Health Care
691GC,Mental Health Care,
691GC,Outpatient Medical Specialty Care,Gastroenterology
691GC,Outpatient Medical Specialty Care,
691GC,Primary Care,
691GC,Rehabilitation Care and Services,Audiology
691GC,Rehabilitation Care and Services,
691GC,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691GC,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GC,Wellness and Preventative Care,
691GD,Dental Services,
691GD,Diagnostic Services,Imaging and Radiology
691GD,Diagnostic Services,Lab Services
691GD,Diagnostic Services,
691GD,Extended Care,Outpatient Geriatric Medicine
691GD,Extended Care,
691GD,Eye (Vision) Care,Optometry
691GD,Eye (Vision) Care,
691GD,Mental Health Care,Outpatient Mental Health Care
691GD,Mental Health Care,Outpatient Specialized Mental Health Care 
691GD,Mental Health Care,
691GD,Outpatient Medical Specialty Care,Allergy and Immunology
691GD,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
691GD,Outpatient Medical Specialty Care,Diabetes
691GD,Outpatient Medical Specialty Care,Gastroenterology
691GD,Outpatient Medical Specialty Care,Infectious Disease
691GD,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
691GD,Outpatient Medical Specialty Care,
691GD,Outpatient Surgical Specialty Care, Podiatry
691GD,Outpatient Surgical Specialty Care,Urology
691GD,Outpatient Surgical Specialty Care,
691GD,Primary Care,
691GD,Rehabilitation Care and Services,Compensated Work Therapy
691GD,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
691GD,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
691GD,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
691GD,Rehabilitation Care and Services,Speech Pathology
691GD,Rehabilitation Care and Services,
691GD,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691GD,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GD,Wellness and Preventative Care,
691GE,Audiology,
691GE,Dental Services,
691GE,Diagnostic Services,Imaging and Radiology
691GE,Diagnostic Services,Lab Services
691GE,Diagnostic Services,
691GE,Eye (Vision) Care,Ophthalmology
691GE,Eye (Vision) Care,Optometry
691GE,Eye (Vision) Care,
691GE,Mental Health Care,Outpatient Mental Health Care
691GE,Mental Health Care,Outpatient Specialized Mental Health Care 
691GE,Mental Health Care,
691GE,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
691GE,Outpatient Medical Specialty Care,Diabetes
691GE,Outpatient Medical Specialty Care,Gastroenterology
691GE,Outpatient Medical Specialty Care,Infectious Disease
691GE,Outpatient Medical Specialty Care,Internal Medicine
691GE,Outpatient Medical Specialty Care,Neurology
691GE,Outpatient Medical Specialty Care,
691GE,Outpatient Surgical Specialty Care, Podiatry
691GE,Outpatient Surgical Specialty Care,ENT (Ears/Nose/Throat)
691GE,Outpatient Surgical Specialty Care,General Surgery
691GE,Outpatient Surgical Specialty Care,Ophthalmology
691GE,Outpatient Surgical Specialty Care,Urology
691GE,Outpatient Surgical Specialty Care,
691GE,Primary Care,
691GE,Rehabilitation Care and Services,Audiology
691GE,Rehabilitation Care and Services,Compensated Work Therapy
691GE,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
691GE,Rehabilitation Care and Services,
691GE,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691GE,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GE,Wellness and Preventative Care,
691GF,Mental Health Care,Outpatient Mental Health Care
691GF,Mental Health Care,
691GF,Primary Care,
691GF,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691GF,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GF,Wellness and Preventative Care,
691GG,Audiology,
691GG,Diagnostic Services,Imaging and Radiology
691GG,Diagnostic Services,
691GG,Mental Health Care,Outpatient Mental Health Care
691GG,Mental Health Care,
691GG,Primary Care,
691GG,Rehabilitation Care and Services,Audiology
691GG,Rehabilitation Care and Services,
691GG,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691GG,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GG,Wellness and Preventative Care,
691GK,Audiology,
691GK,Diagnostic Services,Imaging and Radiology
691GK,Diagnostic Services,
691GK,Mental Health Care,Outpatient Mental Health Care
691GK,Mental Health Care,Outpatient Specialized Mental Health Care 
691GK,Mental Health Care,
691GK,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
691GK,Outpatient Medical Specialty Care,Internal Medicine
691GK,Outpatient Medical Specialty Care,
691GK,Primary Care,
691GK,Rehabilitation Care and Services,Audiology
691GK,Rehabilitation Care and Services,
691GK,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691GK,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GK,Wellness and Preventative Care,
691GL,Audiology,
691GL,Dental Services,
691GL,Diagnostic Services,Imaging and Radiology
691GL,Diagnostic Services,
691GL,Eye (Vision) Care,Optometry
691GL,Eye (Vision) Care,
691GL,Mental Health Care,Outpatient Mental Health Care
691GL,Mental Health Care,
691GL,Outpatient Medical Specialty Care,Allergy and Immunology
691GL,Outpatient Medical Specialty Care,Dermatology (Skin) Care Services
691GL,Outpatient Medical Specialty Care,Gastroenterology
691GL,Outpatient Medical Specialty Care,Infectious Disease
691GL,Outpatient Medical Specialty Care,Internal Medicine
691GL,Outpatient Medical Specialty Care,Nephrology (Kidney) Services
691GL,Outpatient Medical Specialty Care,
691GL,Outpatient Surgical Specialty Care, Podiatry
691GL,Outpatient Surgical Specialty Care,General Surgery
691GL,Outpatient Surgical Specialty Care,Plastic Surgery
691GL,Outpatient Surgical Specialty Care,Urology
691GL,Outpatient Surgical Specialty Care,
691GL,Primary Care,
691GL,Rehabilitation Care and Services,Audiology
691GL,Rehabilitation Care and Services,Compensated Work Therapy
691GL,Rehabilitation Care and Services,Physical Medicine and Rehabilitation
691GL,Rehabilitation Care and Services,Poly-trauma/Traumatic Brain Injury (TBI)
691GL,Rehabilitation Care and Services,Prosthetic Services and Sensory Aids
691GL,Rehabilitation Care and Services,Speech Pathology
691GL,Rehabilitation Care and Services,
691GL,Wellness and Preventative Care,Eating Right: Diet and Nutrition
691GL,Wellness and Preventative Care,Weight Management Services/MOVE! 
691GL,Wellness and Preventative Care,
691GM,Audiology,
